id,booking_status,probability
42436,0,0.48594803
42437,0,0.30820197
42438,0,0.30409008
42439,1,0.96478254
42440,0,0.2471197
42441,1,0.9125269
42442,0,0.13214296
42443,0,0.2539343
42444,0,0.03662304
42445,0,0.06936048
42446,1,0.9387093
42447,0,0.121814705
42448,0,0.043055717
42449,0,0.10307106
42450,0,0.24324395
42451,0,0.14075089
42452,0,0.026550094
42453,0,0.10476521
42454,0,0.1362003
42455,0,0.3068442
42456,0,0.3640003
42457,0,0.032890335
42458,0,0.46060455
42459,0,0.2889902
42460,1,0.7542999
42461,0,0.10434608
42462,1,0.6592686
42463,0,0.26897627
42464,1,0.6775943
42465,0,0.12566477
42466,1,0.80299664
42467,0,0.38267744
42468,0,0.32227394
42469,0,0.059726913
42470,0,0.17617068
42471,1,0.5995673
42472,0,0.37807566
42473,0,0.05233924
42474,1,0.7108391
42475,0,0.081306346
42476,0,0.0005723998
42477,0,0.4459126
42478,1,0.8757628
42479,1,0.74950564
42480,0,0.0074184122
42481,0,0.21164949
42482,0,0.054762498
42483,0,0.47354722
42484,0,0.15777124
42485,0,0.00037789546
42486,1,0.6900741
42487,1,0.50421935
42488,0,0.0006725301
42489,0,0.19217445
42490,0,0.0824931
42491,1,0.74709904
42492,0,0.47942272
42493,0,0.22687958
42494,0,0.34172854
42495,0,0.39458227
42496,0,0.4625195
42497,0,0.010957334
42498,0,0.058361117
42499,0,0.06390723
42500,0,0.16413356
42501,0,0.47796872
42502,0,0.47964603
42503,1,0.91457546
42504,0,0.031379852
42505,0,2.3756074e-08
42506,1,0.5421939
42507,0,0.029981202
42508,0,0.2625955
42509,0,0.28006256
42510,1,0.6271181
42511,1,0.51807684
42512,0,0.35740194
42513,0,0.009818757
42514,0,0.035902508
42515,1,0.63656837
42516,1,0.607726
42517,1,0.5877623
42518,1,0.5940869
42519,0,0.48400164
42520,1,0.60014546
42521,0,0.021270081
42522,0,0.28868842
42523,0,0.40805957
42524,1,0.5341768
42525,1,0.76244825
42526,1,0.8164968
42527,1,0.51531285
42528,1,0.60567564
42529,0,0.091479115
42530,1,0.79844445
42531,1,0.88235146
42532,0,0.17321472
42533,1,0.5537933
42534,0,0.13159603
42535,1,0.9002883
42536,0,0.13378036
42537,0,0.10514802
42538,1,0.7005403
42539,0,0.26075917
42540,0,0.26110733
42541,0,0.24966778
42542,0,0.12379265
42543,1,0.6571713
42544,0,0.047168296
42545,1,0.8810845
42546,0,0.022493666
42547,0,0.35303792
42548,1,0.553216
42549,0,0.2509699
42550,1,0.53450614
42551,1,0.89851266
42552,1,0.7151425
42553,0,0.015106134
42554,0,0.20080914
42555,0,0.3524267
42556,0,0.25435272
42557,1,0.5529061
42558,0,0.40164804
42559,0,0.08927474
42560,0,0.3069099
42561,1,0.6394477
42562,1,0.85419995
42563,1,0.80827856
42564,0,0.446883
42565,1,0.5001288
42566,1,0.96032757
42567,0,0.14322598
42568,0,0.02455303
42569,0,0.15089297
42570,0,0.46968642
42571,0,7.2846087e-06
42572,1,0.5771768
42573,0,0.31298113
42574,1,0.5658604
42575,1,0.661913
42576,0,0.22018048
42577,0,0.14492404
42578,0,0.02105789
42579,0,0.05941436
42580,0,6.724184e-18
42581,1,0.89135265
42582,0,0.07863553
42583,0,0.03223976
42584,0,0.026827047
42585,0,0.13961458
42586,0,6.873075e-05
42587,1,0.7158488
42588,1,0.54791653
42589,1,0.6525419
42590,1,0.86474425
42591,0,0.15272751
42592,0,0.16516669
42593,0,0.37447354
42594,0,0.033526767
42595,1,0.5592871
42596,0,0.3988603
42597,0,0.11094211
42598,0,0.35359138
42599,0,0.3711385
42600,0,0.0005908191
42601,0,0.36443245
42602,1,0.64528
42603,0,0.17490408
42604,1,0.89650565
42605,0,0.46502805
42606,1,0.7891017
42607,0,0.36416677
42608,0,0.17483959
42609,0,2.7951037e-06
42610,1,0.65030175
42611,1,0.67524564
42612,0,0.04240596
42613,0,0.058147132
42614,0,0.0322505
42615,0,0.2746107
42616,1,0.8399619
42617,0,0.3676987
42618,1,0.6760427
42619,0,0.22826184
42620,1,0.7431795
42621,1,0.6303407
42622,0,0.4276472
42623,1,0.62196165
42624,0,0.03826971
42625,0,0.15726875
42626,1,0.7976064
42627,1,0.69152504
42628,1,0.8930603
42629,1,0.73336154
42630,1,0.906256
42631,0,0.32101783
42632,0,0.017412756
42633,0,0.05073154
42634,0,0.27833217
42635,0,0.07893299
42636,0,0.36296672
42637,1,0.57717407
42638,0,0.01842077
42639,1,0.6807476
42640,0,0.09036111
42641,0,0.053173836
42642,0,0.24864846
42643,0,0.36244032
42644,0,0.41662693
42645,1,0.77539206
42646,1,0.6926925
42647,0,0.05314537
42648,0,0.14338484
42649,0,0.30148506
42650,1,0.5138971
42651,0,0.16093692
42652,0,0.2774298
42653,0,0.1461606
42654,0,0.23601556
42655,0,0.053114023
42656,0,0.490543
42657,1,0.70490044
42658,0,0.081572175
42659,0,0.3824583
42660,0,0.33329982
42661,0,0.17574371
42662,1,0.8462398
42663,0,0.05319617
42664,0,0.07577686
42665,0,0.30927095
42666,1,0.5817649
42667,0,0.11813833
42668,0,0.07675799
42669,1,0.785598
42670,1,0.92232233
42671,0,0.25580484
42672,1,0.9444975
42673,0,0.25488132
42674,0,0.0024079725
42675,0,0.17467107
42676,0,0.40042385
42677,1,0.6194334
42678,0,0.17200239
42679,0,0.07046939
42680,0,0.39818633
42681,0,0.011436827
42682,1,0.7456794
42683,1,0.8782998
42684,0,0.011951516
42685,0,0.23850779
42686,0,0.1452591
42687,0,0.03868064
42688,1,0.6347265
42689,1,0.9397552
42690,0,0.29730695
42691,0,0.003379515
42692,0,0.039877426
42693,1,0.7454616
42694,0,0.12988415
42695,0,0.3467656
42696,1,0.61799866
42697,0,0.34806153
42698,0,0.23523337
42699,1,0.6305626
42700,0,0.3771891
42701,0,0.002104194
42702,0,0.06909701
42703,0,0.14380647
42704,0,0.24785922
42705,0,0.0237825
42706,0,0.11897577
42707,0,0.024822388
42708,0,0.038106784
42709,0,0.0005681767
42710,1,0.5140366
42711,0,0.3216099
42712,1,0.7305115
42713,0,0.026478076
42714,0,0.14134784
42715,0,0.08904325
42716,1,0.7291546
42717,0,0.036160275
42718,0,0.05653672
42719,0,0.03183733
42720,1,0.7590074
42721,1,0.8347626
42722,0,0.40313727
42723,0,0.30772975
42724,0,0.32816947
42725,0,0.002520145
42726,0,0.11767243
42727,1,0.9488655
42728,0,0.15006518
42729,1,0.8740943
42730,0,0.4365861
42731,0,0.085195065
42732,1,0.90532005
42733,1,0.7371653
42734,0,0.29616106
42735,0,0.12736358
42736,1,0.824071
42737,0,0.4420665
42738,0,0.0089056585
42739,0,0.24857828
42740,0,0.3448449
42741,1,0.8050526
42742,0,0.020348612
42743,1,0.7300527
42744,1,0.83534265
42745,1,0.7950854
42746,0,0.080817245
42747,1,0.6992923
42748,1,0.87502193
42749,1,0.62382823
42750,1,0.6972126
42751,0,0.08359849
42752,0,0.053763174
42753,0,0.48153415
42754,0,0.45016164
42755,1,0.75069326
42756,0,0.22221772
42757,0,0.103258915
42758,1,0.7086793
42759,0,0.45012164
42760,0,0.4248837
42761,0,0.10179293
42762,1,0.88172615
42763,0,0.16483434
42764,1,0.8503896
42765,0,0.4151196
42766,0,0.04611585
42767,0,0.0029790169
42768,1,0.6155453
42769,0,0.15326165
42770,0,0.12719885
42771,1,0.8580988
42772,0,0.16866088
42773,1,0.5415273
42774,0,0.0451946
42775,0,0.007896803
42776,0,0.07955324
42777,0,0.19726789
42778,0,0.3667232
42779,0,0.13107632
42780,0,0.04520306
42781,1,0.6080329
42782,0,0.045209784
42783,1,0.6026531
42784,1,0.6657515
42785,1,0.5057828
42786,0,3.2711886e-16
42787,0,0.49406263
42788,1,0.5019372
42789,1,0.9015615
42790,0,0.22356193
42791,0,0.11778052
42792,0,0.14123668
42793,0,0.11505292
42794,0,0.23497356
42795,1,0.6973251
42796,1,0.8484605
42797,0,0.040362153
42798,1,0.6206134
42799,0,0.0707731
42800,1,0.5983352
42801,1,0.7135625
42802,0,0.15944003
42803,0,0.081665866
42804,0,0.06258279
42805,0,0.01306573
42806,1,0.6925774
42807,0,0.27514604
42808,0,0.00011652911
42809,0,0.15505616
42810,1,0.8984649
42811,1,0.76111215
42812,0,0.36723348
42813,1,0.7314354
42814,0,0.471674
42815,0,0.05373034
42816,0,0.042569745
42817,1,0.6095183
42818,0,0.17455757
42819,0,0.26650223
42820,1,0.7139946
42821,0,0.01537946
42822,1,0.64122885
42823,1,0.6978178
42824,0,0.16643536
42825,0,0.019041095
42826,1,0.9033544
42827,0,0.37372577
42828,1,0.6784497
42829,0,0.3249939
42830,1,0.6985761
42831,1,0.88329244
42832,0,0.118798815
42833,1,0.6400743
42834,0,0.1950863
42835,1,0.8865696
42836,0,0.37021688
42837,1,0.8460874
42838,0,0.0133654
42839,1,0.79579496
42840,0,0.023958154
42841,0,9.159761e-06
42842,0,0.35994077
42843,1,0.83873004
42844,0,0.17549247
42845,0,0.06421712
42846,1,0.77438736
42847,0,0.26966032
42848,0,0.018386172
42849,0,0.10059094
42850,0,0.18073314
42851,1,0.58228546
42852,1,0.5024526
42853,1,0.86483824
42854,0,0.07082794
42855,0,0.021303672
42856,0,0.23207621
42857,1,0.8918237
42858,0,0.103402145
42859,0,0.019544566
42860,0,0.2907563
42861,0,0.047597427
42862,0,0.015653322
42863,0,0.0016579381
42864,1,0.8693543
42865,1,0.6254559
42866,0,0.24913089
42867,0,0.33264413
42868,1,0.87736213
42869,0,0.06808659
42870,0,0.06417443
42871,1,0.86926997
42872,0,0.4486968
42873,0,0.13873181
42874,0,0.3753015
42875,1,0.61191213
42876,1,0.64778686
42877,0,0.18295188
42878,1,0.5128846
42879,0,0.3419641
42880,0,0.036234524
42881,0,0.0235534
42882,1,0.8592774
42883,1,0.7201391
42884,0,0.07434818
42885,1,0.8000017
42886,1,0.933369
42887,0,0.23889162
42888,0,0.23839822
42889,1,0.82763976
42890,1,0.78203857
42891,0,0.31761354
42892,0,0.19171472
42893,0,0.09045754
42894,0,0.038151722
42895,1,0.57116723
42896,0,0.061329685
42897,0,0.47631818
42898,1,0.9602232
42899,0,0.15066876
42900,0,0.32718626
42901,1,0.6810763
42902,0,0.22842701
42903,1,0.59152365
42904,1,0.6992679
42905,0,0.08178945
42906,0,0.2245127
42907,1,0.5198972
42908,1,0.8908821
42909,1,0.504669
42910,0,0.011440547
42911,1,0.8815545
42912,0,0.32507142
42913,0,0.2548832
42914,0,0.13491413
42915,1,0.567455
42916,0,0.0007559833
42917,0,0.017776925
42918,0,0.09348984
42919,0,0.4926133
42920,0,0.4046931
42921,1,0.6705923
42922,1,0.79211134
42923,1,0.93015635
42924,1,0.6427982
42925,1,0.61843544
42926,0,0.040707696
42927,0,0.062225804
42928,0,0.4168942
42929,0,0.031541042
42930,1,0.70892096
42931,0,0.33263814
42932,1,0.82861817
42933,0,0.05322698
42934,1,0.96031404
42935,0,0.3396814
42936,1,0.81644344
42937,1,0.7511961
42938,1,0.93089914
42939,0,0.23657162
42940,1,0.6095449
42941,1,0.52802366
42942,0,0.2958535
42943,1,0.91118413
42944,0,0.3828941
42945,1,0.62815076
42946,0,0.3677619
42947,0,0.078606494
42948,1,0.60061705
42949,0,0.07633263
42950,1,0.5363223
42951,0,0.23951972
42952,0,0.32385173
42953,1,0.8212572
42954,1,0.57683307
42955,1,0.8787461
42956,0,0.38064793
42957,1,0.6292393
42958,0,0.31116155
42959,0,0.37951767
42960,0,0.1395846
42961,0,0.4951163
42962,1,0.91550624
42963,0,0.16470112
42964,0,0.05504053
42965,0,0.0048019188
42966,1,0.8175867
42967,1,0.75983083
42968,0,0.015354884
42969,0,0.32750937
42970,0,0.074937075
42971,0,0.3163336
42972,1,0.7840069
42973,1,0.7766523
42974,0,0.044144
42975,0,0.37703493
42976,0,0.26459756
42977,0,0.15707684
42978,1,0.7453245
42979,0,0.17415904
42980,0,0.4785017
42981,0,0.46418625
42982,0,0.2387689
42983,0,0.1186117
42984,0,0.4060089
42985,1,0.52913946
42986,0,0.41196606
42987,1,0.9689641
42988,0,0.080357924
42989,0,0.27457806
42990,1,0.70280975
42991,0,0.1486173
42992,0,0.050634746
42993,0,0.061923146
42994,1,0.52204657
42995,1,0.80336326
42996,0,0.29961532
42997,0,0.37708852
42998,1,0.83878106
42999,1,0.7360166
43000,0,0.23339656
43001,0,0.12576841
43002,0,0.2573529
43003,1,0.72301537
43004,1,0.76912105
43005,0,0.32449296
43006,1,0.74223125
43007,0,0.43167153
43008,0,0.2602667
43009,0,0.27004942
43010,1,0.75345755
43011,0,0.392678
43012,1,0.5548746
43013,0,0.3559913
43014,1,0.72151166
43015,0,0.22427031
43016,1,0.6095009
43017,0,0.18089718
43018,0,0.12327322
43019,0,0.2914538
43020,1,0.8194627
43021,0,0.30585
43022,0,0.44443485
43023,1,0.8151158
43024,0,0.127835
43025,1,0.6006824
43026,1,0.7556839
43027,0,0.076991424
43028,0,0.20673963
43029,1,0.57276106
43030,0,0.32699242
43031,0,0.031213531
43032,0,0.015501471
43033,1,0.83137697
43034,0,0.18774717
43035,0,0.35129485
43036,0,0.03216704
43037,0,0.12156197
43038,1,0.55157244
43039,0,0.15699294
43040,0,0.2163901
43041,0,0.15102471
43042,0,3.670217e-23
43043,1,0.8277081
43044,0,0.06072595
43045,0,0.097098805
43046,1,0.80339116
43047,0,0.31553182
43048,0,0.236932
43049,0,0.29720867
43050,1,0.75313884
43051,0,0.19505611
43052,0,0.030642018
43053,1,0.61712444
43054,0,0.10728697
43055,0,0.27064916
43056,0,0.34404334
43057,0,0.09817281
43058,1,0.860007
43059,1,0.58050585
43060,0,0.0050573437
43061,0,0.07336724
43062,0,0.2122718
43063,1,0.6721243
43064,1,0.93043166
43065,1,0.63735014
43066,0,0.13780463
43067,0,0.23180234
43068,1,0.6313067
43069,0,0.04821584
43070,0,0.22149426
43071,0,1.3207084e-05
43072,0,0.0020893835
43073,0,0.2302897
43074,1,0.69925183
43075,0,0.24228565
43076,0,0.038608294
43077,1,0.59040534
43078,0,0.35476717
43079,1,0.59193945
43080,0,0.12679327
43081,0,0.12259408
43082,0,0.17566843
43083,0,0.16474654
43084,0,0.0003193442
43085,0,1.3927291e-05
43086,0,0.03883054
43087,1,0.5859308
43088,0,0.26635048
43089,1,0.81607467
43090,1,0.5345464
43091,1,0.8041136
43092,0,0.005021028
43093,1,0.92967254
43094,0,0.27563703
43095,0,0.006878876
43096,1,0.76255894
43097,0,0.10392386
43098,1,0.5552023
43099,1,0.5802877
43100,0,0.40710112
43101,0,0.25761935
43102,1,0.70211416
43103,0,0.07120527
43104,0,0.086084224
43105,0,0.38060036
43106,1,0.64484143
43107,1,0.7266298
43108,0,0.039587047
43109,0,0.28769448
43110,1,0.7949652
43111,1,0.5042751
43112,1,0.7805718
43113,0,0.2786143
43114,1,0.65039027
43115,0,0.2013993
43116,0,0.4975316
43117,0,0.15685517
43118,0,0.14656611
43119,1,0.65458286
43120,1,0.8826535
43121,0,0.10979402
43122,1,0.5644691
43123,1,0.59186214
43124,1,0.96401125
43125,1,0.7545103
43126,0,0.19010538
43127,1,0.537609
43128,1,0.9203487
43129,1,0.5158827
43130,0,0.4111634
43131,0,0.49380594
43132,0,0.30544057
43133,1,0.8212115
43134,1,0.5491924
43135,1,0.6094103
43136,0,0.4021503
43137,0,0.3093138
43138,0,0.02771136
43139,0,0.14714491
43140,0,0.19228877
43141,0,0.0539458
43142,1,0.8955484
43143,0,0.40872172
43144,1,0.7690353
43145,1,0.8493446
43146,0,0.06433731
43147,0,0.13958782
43148,1,0.79591715
43149,0,0.019374361
43150,0,0.38371256
43151,0,0.067747526
43152,0,0.03201896
43153,0,0.11895276
43154,0,0.08777616
43155,0,0.22638282
43156,0,0.05589325
43157,0,0.029117072
43158,1,0.7151425
43159,0,0.43992963
43160,1,0.85673267
43161,0,0.18478185
43162,0,0.32050425
43163,0,0.06595777
43164,0,0.02601062
43165,1,0.65584755
43166,0,0.032811522
43167,0,0.015917553
43168,0,0.007141822
43169,1,0.69610554
43170,0,0.23394875
43171,1,0.9324795
43172,1,0.9606666
43173,0,0.32025596
43174,1,0.96040905
43175,1,0.87494993
43176,0,0.25653028
43177,0,0.035540275
43178,0,0.050610565
43179,0,0.47921708
43180,1,0.7860493
43181,0,0.22930385
43182,1,0.88569695
43183,0,0.0013173311
43184,0,0.23915756
43185,1,0.87919015
43186,0,3.5908394e-07
43187,1,0.6128409
43188,1,0.54934424
43189,0,0.039032232
43190,0,0.16889955
43191,0,0.32582316
43192,1,0.568987
43193,1,0.5566221
43194,1,0.53088176
43195,0,0.18744293
43196,0,0.39682695
43197,0,0.16583112
43198,1,0.7105874
43199,0,0.01331269
43200,0,0.3295306
43201,1,0.769658
43202,0,0.04383668
43203,0,0.07417401
43204,0,0.3587517
43205,0,0.16316028
43206,1,0.76943403
43207,0,0.0029916812
43208,1,0.9329041
43209,0,0.093069874
43210,0,0.48288614
43211,1,0.7778206
43212,0,0.38057652
43213,1,0.54614246
43214,0,0.044656575
43215,0,0.17863652
43216,1,0.573864
43217,0,0.062475093
43218,1,0.7719124
43219,0,0.00048105462
43220,1,0.5426616
43221,1,0.55506104
43222,0,0.16723797
43223,0,0.025953813
43224,0,0.083954684
43225,0,0.3198619
43226,1,0.77943283
43227,1,0.67073345
43228,0,0.23373929
43229,0,0.1948168
43230,0,8.79371e-06
43231,1,0.5514163
43232,1,0.52736884
43233,0,0.20370574
43234,0,0.024316724
43235,0,0.013584585
43236,0,0.009995251
43237,0,0.23913106
43238,0,0.12462283
43239,0,0.04918125
43240,0,0.041365445
43241,0,0.2758409
43242,0,0.22725247
43243,0,0.37610948
43244,1,0.8378726
43245,1,0.6153827
43246,0,0.013815009
43247,0,0.24883862
43248,1,0.6234602
43249,1,0.7939753
43250,1,0.83614755
43251,1,0.54317147
43252,1,0.89727914
43253,0,0.06864256
43254,1,0.7743398
43255,1,0.71326816
43256,1,0.8450037
43257,0,0.046478588
43258,1,0.84149665
43259,0,0.028580371
43260,1,0.871296
43261,1,0.5579613
43262,0,0.073103644
43263,1,0.600604
43264,0,0.455827
43265,1,0.7297463
43266,1,0.7677486
43267,0,0.17140977
43268,0,0.03760258
43269,0,0.00014994488
43270,1,0.6573327
43271,0,0.18068936
43272,0,0.4153536
43273,1,0.84715086
43274,0,0.054015055
43275,0,0.4617195
43276,0,0.40687355
43277,0,0.48309532
43278,1,0.96734524
43279,1,0.7894451
43280,0,0.29127565
43281,0,0.038002897
43282,0,0.24468033
43283,1,0.742628
43284,0,0.116306566
43285,0,0.34187153
43286,0,0.45563895
43287,0,0.4866979
43288,0,0.27211562
43289,1,0.7756995
43290,0,0.004221443
43291,0,0.08873774
43292,0,0.12864304
43293,1,0.8570988
43294,0,0.41776833
43295,0,0.15696205
43296,1,0.75980043
43297,0,0.4919622
43298,0,0.08129055
43299,0,0.23583677
43300,0,0.09442703
43301,0,0.39964566
43302,0,0.37420887
43303,0,0.43406236
43304,0,0.40432534
43305,0,0.05806318
43306,1,0.9126796
43307,0,0.07344838
43308,1,0.6483458
43309,1,0.8529902
43310,0,0.3286933
43311,0,0.22221036
43312,0,0.054908875
43313,1,0.89043653
43314,0,0.44665113
43315,1,0.886786
43316,0,0.48748678
43317,0,0.2445104
43318,0,0.33523834
43319,0,0.22340815
43320,1,0.5898751
43321,1,0.8144448
43322,0,0.47492555
43323,1,0.90953743
43324,0,0.41892132
43325,0,0.38624504
43326,0,0.014770218
43327,1,0.6717436
43328,1,0.556626
43329,0,0.34173572
43330,0,0.32613218
43331,0,0.025335267
43332,1,0.92496806
43333,0,0.32391748
43334,0,0.40279377
43335,0,0.02357589
43336,0,0.00917787
43337,1,0.5631004
43338,0,0.45983294
43339,0,0.08297311
43340,0,0.10070705
43341,1,0.8911393
43342,1,0.73612964
43343,1,0.7435851
43344,0,0.16003302
43345,0,0.32270384
43346,1,0.7257556
43347,0,0.43004853
43348,1,0.9054854
43349,0,0.0794996
43350,0,0.12215243
43351,1,0.7587825
43352,1,0.6637788
43353,1,0.79799616
43354,1,0.80399966
43355,0,0.41306624
43356,0,2.5583977e-05
43357,1,0.8168627
43358,0,0.0022523724
43359,0,0.0773684
43360,0,0.34088272
43361,0,0.05946169
43362,0,0.10359587
43363,0,0.071254924
43364,0,0.18428275
43365,0,0.48402137
43366,1,0.70525676
